subject,text,exp,integrated,related.x,n2num.x,maincode,dysfluency,integ,len.char,len.phon,len.syll,lf.head,lf.prep,lf.adj,lf.noun,rel.hl,rel.lh,asso,plaus,animacy,LengthChar.Head,LengthChar.Prep,LengthChar.Adj,LengthChar.Noun,LengthPhon.Head,LengthPhon.Prep,LengthPhon.Adj,LengthPhon.Noun,LengthSylHead,LengthSyll.Prep,LengthSyll.Adj,LengthSyll.Noun,Freq1Mil.Head,FreqMil.Prep,FreqMil.Adj,FreqMil.N1,LogFr.Head,LogFreq.Prep,LogFreq.Adj,LogFreq.N1,RelatedHL,RelatedLH,Integrated,Ass..H.L,Ass..L.HP,Ass..L.HS,AssArc.H.L,AssArc.L.HP,AssArc.L.HS,Plausibility
1027,The magazine under the tattered necklaces,Cat,unint,unrel,plur,E,,-1.078670078,2.416527714,1.919907997,1.574336078,0.897874925,-0.109003232,-1.290059788,-1.044594449,-1.652311177,-1.734929296,0,4.08,I,8,5,8,9,7,5,6,8,3,2,2,2,33.14,235.35,0.24,0.78,1.53,2.37,0.09,0.25,1.42,1.33,2.5,0,0,0,0,0,0,4.08
1027,The monk near the talkative carpenter,Cat,unint,unrel,sing,C,,-1.35410261,1.213517858,0.980713283,0.850748237,-0.553086023,-0.741949609,-0.992205233,-0.43852608,-1.457534374,-1.530986263,0,3.78,A,4,4,9,9,4,3,7,9,1,1,3,3,4.76,59.14,0.9,2.73,0.76,1.78,0.28,0.57,1.75,1.67,2.17,0,0,0,0,0,0,3.78
1027,The motorcycle near the painted buses,Cat,unint,rel,plur,C,,-1.011898555,1.213517858,1.606843093,1.574336078,-0.138525752,-0.741949609,-0.819763122,-0.211250442,0.165605651,-0.085390064,0,5.38,I,10,4,7,5,11,3,6,5,4,1,2,2,8.63,59.14,1.45,3.9,0.98,1.78,0.39,0.69,4.5,4.08,2.58,0,0,0,0,0,0,5.38
1027,The rake beside the muddy glove,Cat,unint,rel,sing,C,,-0.202293839,-0.590996925,-0.897676145,-0.596427444,-1.344519268,-1.364168082,-0.490555456,0.451636837,-1.162418006,-1.183083444,0,5,I,4,6,5,5,3,6,4,4,1,2,2,1,1.18,14.96,2.98,10.08,0.34,1.2,0.6,1.04,2.25,2.25,3.55,0,0,0,0,0,0,5
1027,The shovel near the cracked bucket,Cat,unint,rel,sing,C,,-0.728119582,0.311260467,-0.58461124,-0.596427444,-0.383493185,-0.741949609,-0.882469344,0.451636837,-0.029171152,-0.433292884,0,5.65,I,6,4,7,6,5,3,5,5,2,1,1,2,6.06,59.14,1.25,9.94,0.85,1.78,0.35,1.04,4.17,3.5,2.92,0,0,0,0,0,0,5.65
1027,The spatula by the greasy strainers,Cat,unint,rel,plur,C,,-0.728119582,0.612012931,1.293778188,0.850748237,-1.551799403,0.652678003,-0.349466456,-1.518085362,0.018047467,-0.181363256,0,5.71,I,7,2,6,9,8,3,5,8,3,1,2,2,0.71,1212.84,3.88,0,0.23,3.08,0.69,0,4.25,3.92,2.92,0,0,0,0,0,0,5.71
1027,The van near the dented trailer,Cat,unint,unrel,sing,C,,0.031406491,-0.590996925,-0.58461124,-0.596427444,0.803656682,-0.741949609,-1.321412899,0.527395383,-0.471845704,0.166539564,0,5.67,I,3,4,6,7,3,3,6,6,1,1,2,2,29,59.14,0.18,11.08,1.48,1.78,0.07,1.08,3.42,4.5,3.83,0,0,0,0,0,0,5.67
1028,The dorm near the new condo,Cat,unint,rel,sing,C,,-0.661348059,-1.79400678,-1.836870859,-0.596427444,-0.30811859,-0.741949609,2.879903983,-0.173371169,-0.029171152,0.118552968,0,5.21,I,4,4,3,5,4,3,2,5,1,1,1,3,6.84,59.14,555.43,4.18,0.89,1.78,2.75,0.71,4.17,4.42,3,0,0,0,0,0,0,5.21
1028,The drill by the durable hammers,Cat,unint,rel,plur,C,D,-0.594576536,-0.290244461,0.041518569,0.127160397,-0.02546386,0.652678003,-1.227353566,-0.855198084,0.46072202,0.466455788,0,5.78,I,5,2,7,7,4,3,7,6,1,1,3,2,9.94,1212.84,0.35,1.25,1.04,3.08,0.13,0.35,5,5,3.08,0,0,0,0,0,0,5.78
1028,The elephant beside the lazy turtle,Cat,unint,unrel,sing,C,,-0.661348059,0.612012931,0.980713283,1.574336078,0.068754383,-1.364168082,0.293272321,0.849369204,-0.572185269,-0.433292884,0,3.96,A,8,6,4,6,7,6,4,6,3,2,2,2,11.31,14.96,11.57,16.9,1.09,1.2,1.1,1.25,3.25,3.5,3,0,0,0,0,0,0,3.96
1028,The fork near the plastic lemon,Cat,unint,unrel,sing,C,,-1.35410261,-0.590996925,-0.271546336,-0.596427444,-0.119682103,-0.741949609,0.606803431,0.565274656,-1.457534374,-1.680944375,0,4.54,I,4,4,7,5,4,3,7,5,1,1,2,2,8.8,59.14,18.76,11.67,0.99,1.78,1.3,1.1,1.75,1.42,2.17,0,0,0,0,0,0,4.54
1028,The robin by the frightened chipmunk,Cat,unint,unrel,sing,C,,-0.244026041,0.912765395,1.293778188,0.127160397,-1.17492643,0.652678003,0.497067543,-1.120352995,-0.471845704,-0.433292884,0,4.58,A,5,2,10,8,5,3,8,8,2,1,2,2,1.71,1212.84,15.92,0.61,0.43,3.08,1.23,0.21,3.42,3.5,3.5,0,0,0,0,0,0,4.58
1028,The tent near the spooky cabin,Cat,unint,rel,sing,C,,0.315185464,-0.891749388,-0.897676145,-0.596427444,0.389096411,-0.741949609,-0.239730567,0.963007023,0.21282427,0.364484272,0,5.29,I,4,4,6,5,4,3,5,5,1,1,2,2,17.39,59.14,4.71,19.59,1.26,1.78,0.76,1.31,4.58,4.83,4.17,0,0,0,0,0,0,5.29
1028,The van near the dented taxis,Cat,unint,rel,plur,C,,-0.102136555,-1.192501852,-0.58461124,-0.596427444,0.803656682,-0.741949609,-1.321412899,-1.006715176,-0.029171152,0.26851108,0,5.39,I,3,4,6,5,3,3,6,6,1,1,2,2,29,59.14,0.18,0.86,1.48,1.78,0.07,0.27,4.17,4.67,3.67,0,0,0,0,0,0,5.39
1029,The dorm near the new cafes,Cat,unint,unrel,plur,C,,-0.594576536,-1.79400678,-1.836870859,-1.320015285,-0.30811859,-0.741949609,2.879903983,-1.290809724,-1.262757571,-1.231070039,0,5.88,I,4,4,3,5,4,3,2,5,1,1,1,2,6.84,59.14,555.43,0.31,0.89,1.78,2.75,0.12,2.08,2.17,3.08,0,0,0,0,0,0,5.88
1029,The drill by the durable hammer,Cat,unint,rel,sing,C,,-0.102136555,-0.590996925,-0.271546336,0.127160397,-0.02546386,0.652678003,-1.227353566,0.470576473,0.561061585,0.718385416,0,5,I,5,2,7,6,4,3,7,5,1,1,3,2,9.94,1212.84,0.35,10.18,1.04,3.08,0.13,1.05,5.17,5.42,3.67,0,0,0,0,0,0,5
1029,The fork near the plastic ladles,Cat,unint,rel,plur,C,,0.173295977,-0.290244461,0.041518569,-0.596427444,-0.119682103,-0.741949609,0.606803431,-1.36656827,0.165605651,-0.685222512,0,4.67,I,4,4,7,6,4,3,7,6,1,1,2,2,8.8,59.14,18.76,0.2,0.99,1.78,1.3,0.08,4.5,3.08,4,0,0,0,0,0,0,4.67
1029,The futon near the dirty recliner,Cat,unint,rel,sing,C,,0.031406491,0.010508003,0.667648378,0.850748237,-1.570643052,-0.741949609,1.359278097,-1.385507906,0.413503401,0.514442384,0,6,I,5,4,5,8,5,3,5,9,2,1,2,3,0.67,59.14,58.76,0.18,0.22,1.78,1.78,0.07,4.92,5.08,3.83,0,0,0,0,0,0,6
1029,The kiwi beside the fake plants,Cat,unint,unrel,plur,C,,-1.35410261,-0.590996925,-0.271546336,-0.596427444,-1.514112106,-1.364168082,0.888981431,0.413757564,-0.377408466,-0.835180624,0,3.88,I,4,6,4,6,4,6,3,6,2,2,1,1,0.76,14.96,29.22,9.39,0.25,1.2,1.48,1.02,3.58,2.83,2.17,0,0,0,0,0,0,3.88
1029,The knife beside the heavy clubs,Cat,unint,rel,plur,C,,-0.661348059,-0.290244461,-0.271546336,-0.596427444,1.180529656,-1.364168082,1.202512542,0.48951611,-1.014859822,-0.781195704,0,4.42,I,5,6,5,5,4,6,4,5,1,2,2,1,46.55,14.96,47.04,10.41,1.68,1.2,1.68,1.06,2.5,2.92,3,0,0,0,0,0,0,4.42
1029,The motorcycle near the painted benches,Cat,unint,unrel,plur,E,,-1.35410261,1.815022786,2.232972902,1.574336078,-0.138525752,-0.741949609,-0.819763122,-1.139292632,-1.705432124,-1.63295778,0,5.63,I,10,4,7,7,11,3,6,7,4,1,2,2,8.63,59.14,1.45,0.59,0.98,1.78,0.39,0.2,1.33,1.5,2.17,0,0,0,0,0,0,5.63
1029,The rake beside the muddy grave,Cat,unint,unrel,sing,C,,-0.728119582,-0.590996925,-0.897676145,-0.596427444,-1.344519268,-1.364168082,-0.490555456,1.000886296,-1.605092558,-1.381028151,0,4.96,I,4,6,5,5,3,6,4,4,1,2,2,1,1.18,14.96,2.98,20.37,0.34,1.2,0.6,1.33,1.5,1.92,2.92,0,0,0,0,0,0,4.96
1029,The saxophone beside the ornate piano,Cat,unint,rel,sing,C,,-0.310797564,1.213517858,1.293778188,2.297923919,-1.17492643,-1.364168082,-1.305736343,1.152403388,0.413503401,0.664400496,0,5.67,I,9,6,6,5,8,6,5,5,3,2,2,3,1.69,14.96,0.2,24.69,0.43,1.2,0.08,1.41,4.92,5.33,3.42,0,0,0,0,0,0,5.67
1029,The shovel near the cracked boulder,Cat,unint,unrel,sing,C,,-1.011898555,0.612012931,-0.271546336,-0.596427444,-0.383493185,-0.741949609,-0.882469344,-0.987775539,-1.557873939,-1.183083444,0,4.63,I,6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,0.92,0.85,1.78,0.35,0.28,1.58,2.25,2.58,0,0,0,0,0,0,4.63
1029,The spatula by the greasy sandwiches,Cat,unint,unrel,plur,C,,-0.102136555,0.912765395,1.919907997,1.574336078,-1.551799403,0.652678003,-0.349466456,0.4326972,-0.867301638,-0.931153816,0,5.96,I,7,2,6,10,8,3,5,10,3,1,2,3,0.71,1212.84,3.88,9.61,0.23,3.08,0.69,1.03,2.75,2.67,3.67,0,0,0,0,0,0,5.96
1029,The spider by the aggressive bear,Cat,unint,unrel,sing,C,,-1.145441601,0.010508003,0.041518569,0.127160397,-0.02546386,0.652678003,0.058123988,1.322860117,-0.967641203,-0.985138736,0,3.58,A ,6,2,10,4,7,3,7,3,2,1,3,1,10.08,1212.84,7.94,30.86,1.04,3.08,0.95,1.5,2.58,2.58,2.42,0,0,0,0,0,0,3.58
1029,The treasurer beside the eager supporter,Cat,unint,unrel,sing,C,,-0.45268705,2.11577525,1.919907997,2.297923919,-1.363362917,-1.364168082,-0.035935345,-1.063534085,-1.062078441,-1.381028151,0,4.75,A,9,6,5,9,8,6,4,8,3,2,2,3,1.12,14.96,6.82,0.73,0.33,1.2,0.89,0.24,2.42,1.92,3.25,0,0,0,0,0,0,4.75
1030,The butterfly by the lively hamster,Cat,unint,unrel,sing,C,,-1.429220573,0.612012931,1.606843093,0.850748237,-0.534242374,0.652678003,-0.3337899,-0.590043172,-1.062078441,-0.985138736,0,4.35,A,9,2,6,7,9,3,6,7,3,1,2,2,4.94,1212.84,4.06,2.12,0.77,3.08,0.7,0.49,2.42,2.58,2.08,0,0,0,0,0,0,4.35
1030,The dorm near the new cafe,Cat,unint,unrel,sing,C,,-1.011898555,-2.094759244,-2.149935764,-1.320015285,-0.30811859,-0.741949609,2.879903983,-0.040793713,-1.014859822,-0.985138736,0,5.83,I,4,4,3,4,4,3,2,4,1,1,1,2,6.84,59.14,555.43,5.02,0.89,1.78,2.75,0.78,2.5,2.58,2.58,0,0,0,0,0,0,5.83
1030,The drill by the durable handbags,Cat,unint,unrel,plur,C,,-1.429220573,0.010508003,0.667648378,0.127160397,-0.02546386,0.652678003,-1.227353566,-1.006715176,-1.504752993,-1.884887408,0,3.13,I,5,2,7,8,4,3,7,8,1,1,3,2,9.94,1212.84,0.35,0.88,1.04,3.08,0.13,0.27,1.67,1.08,2.08,0,0,0,0,0,0,3.13
1030,The elephant beside the lazy tiger,Cat,unint,rel,sing,C,,-0.594576536,0.311260467,0.980713283,1.574336078,0.068754383,-1.364168082,0.293272321,0.92512775,-0.572185269,0.016581452,0,3.92,A,8,6,4,5,7,6,4,6,3,2,2,2,11.31,14.96,11.57,18.37,1.09,1.2,1.1,1.29,3.25,4.25,3.08,0,0,0,0,0,0,3.92
1030,The fork near the plastic ladle,Cat,unint,rel,sing,C,,-0.244026041,-0.590996925,-0.271546336,-0.596427444,-0.119682103,-0.741949609,0.606803431,-1.120352995,0.165605651,-0.13337666,0,5.58,I,4,4,7,5,4,3,7,5,1,1,2,2,8.8,59.14,18.76,0.61,0.99,1.78,1.3,0.21,4.5,4,3.5,0,0,0,0,0,0,5.58
1030,The kayak beside the large ferries,Cat,unint,rel,plur,C,,-1.220559564,0.311260467,0.354583474,0.127160397,-1.646017647,-1.364168082,1.077100097,-1.423387179,0.018047467,-0.13337666,0,4.54,I,5,6,5,7,5,6,5,5,2,2,1,2,0.51,14.96,38.49,0.12,0.18,1.2,1.6,0.05,4.25,4,2.33,0,0,0,0,0,0,4.54
1030,The kiwi beside the fake plant,Cat,unint,unrel,sing,C,,-0.035365032,-0.891749388,-0.58461124,-0.596427444,-1.514112106,-1.364168082,0.888981431,1.000886296,-0.424627085,0.016581452,0,4.63,I,4,6,4,5,4,6,3,5,2,2,1,1,0.76,14.96,29.22,20.31,0.25,1.2,1.48,1.33,3.5,4.25,3.75,0,0,0,0,0,0,4.63
1030,The knife beside the heavy club,Cat,unint,rel,sing,C,,-1.145441601,-0.590996925,-0.58461124,-0.596427444,1.180529656,-1.364168082,1.202512542,2.250902307,-0.52496665,-0.583250996,0,4.67,I,5,6,5,4,4,6,4,4,1,2,2,1,46.55,14.96,47.04,97.24,1.68,1.2,1.68,1.99,3.33,3.25,2.42,0,0,0,0,0,0,4.67
1030,The magazine under the tattered novel,Cat,unint,rel,sing,C,,-0.45268705,1.213517858,0.980713283,1.574336078,0.897874925,-0.109003232,-1.290059788,0.37587829,0.313163836,0.418469192,0,5.61,I,8,5,8,5,7,5,6,5,3,2,2,2,33.14,235.35,0.24,8.92,1.53,2.37,0.09,1,4.75,4.92,3.25,0,0,0,0,0,0,5.61
1030,The monastery near the ancient chapel,Cat,unint,rel,sing,C,,0.031406491,1.213517858,1.606843093,1.574336078,-0.722678861,-0.741949609,0.685186209,0.186481925,1.050954756,0.868343528,0,5.92,I,9,4,7,6,9,3,7,6,4,1,2,2,3.69,59.14,21.61,6.88,0.67,1.78,1.35,0.9,6,5.67,3.83,0,0,0,0,0,0,5.92
1030,The motorcycle near the painted bench,Cat,unint,unrel,sing,C,,-1.078670078,1.213517858,1.606843093,0.850748237,-0.138525752,-0.741949609,-0.819763122,0.4326972,-1.504752993,-1.734929296,0,5.08,I,10,4,7,5,11,3,6,5,4,1,2,1,8.63,59.14,1.45,9.67,0.98,1.78,0.39,1.03,1.67,1.33,2.5,0,0,0,0,0,0,5.08
1030,The saxophone beside the ornate pillars,Cat,unint,unrel,plur,C,,-1.011898555,1.815022786,1.606843093,1.574336078,-1.17492643,-1.364168082,-1.305736343,-0.968835903,-1.504752993,-1.680944375,0,3.79,I,9,6,6,7,8,6,5,6,3,2,2,2,1.69,14.96,0.2,0.94,0.43,1.2,0.08,0.29,1.67,1.42,2.58,0,0,0,0,0,0,3.79
1030,The shovel near the cracked buckets,Cat,unint,rel,plur,C,,-0.310797564,0.612012931,-0.271546336,-0.596427444,-0.383493185,-0.741949609,-0.882469344,-0.419586444,-0.377408466,0.21452616,0,5.63,I,6,4,7,7,5,3,5,6,2,1,1,2,6.06,59.14,1.25,2.78,0.85,1.78,0.35,0.58,3.58,4.58,3.42,0,0,0,0,0,0,5.63
1030,The tent near the spooky cavern,Cat,unint,unrel,sing,C,,-0.45268705,-0.590996925,-0.58461124,-0.596427444,0.389096411,-0.741949609,-0.239730567,-0.912016993,-1.014859822,-0.433292884,0,5.17,I,4,4,6,6,4,3,5,6,1,1,2,2,17.39,59.14,4.71,1.1,1.26,1.78,0.76,0.32,2.5,3.5,3.25,0,0,0,0,0,0,5.17
1030,The van near the dented trailers,Cat,unint,unrel,plur,C,,-0.728119582,-0.290244461,-0.271546336,-0.596427444,0.803656682,-0.741949609,-1.321412899,-1.158232268,-0.176729336,-0.48127948,0,5.92,I,3,4,6,8,3,3,6,7,1,1,2,2,29,59.14,0.18,0.55,1.48,1.78,0.07,0.19,3.92,3.42,2.92,0,0,0,0,0,0,5.92
1032,The dorm near the new condo,Cat,unint,rel,sing,C,,-0.661348059,-1.79400678,-1.836870859,-0.596427444,-0.30811859,-0.741949609,2.879903983,-0.173371169,-0.029171152,0.118552968,0,5.21,I,4,4,3,5,4,3,2,5,1,1,1,3,6.84,59.14,555.43,4.18,0.89,1.78,2.75,0.71,4.17,4.42,3,0,0,0,0,0,0,5.21
1032,The drill by the durable hammers,Cat,unint,rel,plur,C,,-0.594576536,-0.290244461,0.041518569,0.127160397,-0.02546386,0.652678003,-1.227353566,-0.855198084,0.46072202,0.466455788,0,5.78,I,5,2,7,7,4,3,7,6,1,1,3,2,9.94,1212.84,0.35,1.25,1.04,3.08,0.13,0.35,5,5,3.08,0,0,0,0,0,0,5.78
1032,The futon near the dirty recliners,Cat,unint,rel,plur,C,,-0.661348059,0.311260467,0.980713283,0.850748237,-1.570643052,-0.741949609,1.359278097,-1.480206089,0.118387032,0.718385416,0,5.42,I,5,4,5,9,5,3,5,10,2,1,2,3,0.67,59.14,58.76,0.04,0.22,1.78,1.78,0.02,4.42,5.42,3,0,0,0,0,0,0,5.42
1032,The kayak beside the large flagpoles,Cat,unint,unrel,plur,C,D,-1.287331087,0.912765395,1.293778188,0.127160397,-1.646017647,-1.364168082,1.077100097,-1.480206089,-1.705432124,-1.63295778,0,4.04,I,5,6,5,9,5,6,5,8,2,2,1,2,0.51,14.96,38.49,0.06,0.18,1.2,1.6,0.02,1.33,1.5,2.25,0,0,0,0,0,0,4.04
1032,The kiwi beside the fake peach,Cat,unint,rel,sing,C,,-0.803237546,-0.891749388,-0.897676145,-0.596427444,-1.514112106,-1.364168082,0.888981431,0.110723379,0.265945217,0.568427304,0,4.58,I,4,6,4,5,4,6,3,4,2,2,1,1,0.76,14.96,29.22,6.29,0.25,1.2,1.48,0.86,4.67,5.17,2.83,0,0,0,0,0,0,4.58
1032,The knife beside the heavy can,Cat,unint,unrel,sing,C,,-1.35410261,-0.891749388,-0.897676145,-0.596427444,1.180529656,-1.364168082,1.202512542,1.000886296,-1.357194809,-0.88316722,0,5.33,I,5,6,5,3,4,6,4,3,1,2,2,1,46.55,14.96,47.04,20.29,1.68,1.2,1.68,1.33,1.92,2.75,2.17,0,0,0,0,0,0,5.33
1032,The magazine under the tattered necklace,Cat,unint,unrel,sing,C,,-1.036937876,2.11577525,1.293778188,1.574336078,0.897874925,-0.109003232,-1.290059788,0.4326972,-0.967641203,-0.631237592,0,4.63,I,8,5,8,8,7,5,6,6,3,2,2,2,33.14,235.35,0.24,9.71,1.53,2.37,0.09,1.03,2.58,3.17,2.55,0,0,0,0,0,0,4.63
1032,The monastery near the ancient castle,Cat,unint,unrel,sing,C,,0.031406491,1.213517858,1.293778188,1.574336078,-0.722678861,-0.741949609,0.685186209,1.000886296,-0.277068901,-0.085390064,0,6.04,I,9,4,7,6,9,3,7,5,4,1,2,2,3.69,59.14,21.61,20.29,0.67,1.78,1.35,1.33,3.75,4.08,3.83,0,0,0,0,0,0,6.04
1032,The monk near the talkative cardinals,Cat,unint,rel,plur,C,,-1.420874133,1.213517858,0.980713283,0.850748237,-0.553086023,-0.741949609,-0.992205233,-1.120352995,-0.867301638,0.166539564,0,4.75,A,4,4,9,9,4,3,7,9,1,1,3,3,4.76,59.14,0.9,0.61,0.76,1.78,0.28,0.21,2.75,4.5,2.09,0,0,0,0,0,0,4.75
1032,The rake beside the muddy graves,Cat,unint,unrel,plur,C,,-0.870009069,-0.290244461,-0.58461124,-0.596427444,-1.344519268,-1.364168082,-0.490555456,0.034964833,-1.014859822,-1.482999668,0,5.08,I,4,6,5,6,3,6,4,5,1,2,2,1,1.18,14.96,2.98,5.57,0.34,1.2,0.6,0.82,2.5,1.75,2.75,0,0,0,0,0,0,5.08
1032,The saw by the oily wrenches,Cat,unint,rel,plur,C,,-0.519458573,-1.493254316,-1.21074105,-0.596427444,-0.289274942,0.652678003,-0.976528677,-1.328688997,0.360382454,0.016581452,0,5.5,I,3,2,4,8,2,3,4,7,1,1,2,2,6.92,1212.84,0.94,0.25,0.9,3.08,0.29,0.1,4.83,4.25,3.17,0,0,0,0,0,0,5.5
1032,The shovel near the cracked boulders,Cat,unint,unrel,plur,C,,-0.177254518,0.912765395,0.041518569,-0.596427444,-0.383493185,-0.741949609,-0.882469344,-1.252930451,-0.820083019,-1.63295778,0,4.96,I,6,4,7,8,5,3,5,7,2,1,1,2,6.06,59.14,1.25,0.39,0.85,1.78,0.35,0.14,2.83,1.5,3.58,0,0,0,0,0,0,4.96
1032,The tent near the spooky cabin,Cat,unint,rel,sing,C,D,0.315185464,-0.891749388,-0.897676145,-0.596427444,0.389096411,-0.741949609,-0.239730567,0.963007023,0.21282427,0.364484272,0,5.29,I,4,4,6,5,4,3,5,5,1,1,2,2,17.39,59.14,4.71,19.59,1.26,1.78,0.76,1.31,4.58,4.83,4.17,0,0,0,0,0,0,5.29
1032,The van near the dented taxis,Cat,unint,rel,plur,C,,-0.102136555,-1.192501852,-0.58461124,-0.596427444,0.803656682,-0.741949609,-1.321412899,-1.006715176,-0.029171152,0.26851108,0,5.39,I,3,4,6,5,3,3,6,6,1,1,2,2,29,59.14,0.18,0.86,1.48,1.78,0.07,0.27,4.17,4.67,3.67,0,0,0,0,0,0,5.39
1033,The butterfly by the lively hamsters,Cat,unint,unrel,plur,C,,-1.145441601,0.912765395,1.919907997,0.850748237,-0.534242374,0.652678003,-0.3337899,-1.252930451,-1.115199387,-0.88316722,0,3.71,A,9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,0,0,0,0,0,0,3.71
1033,The dorm near the new cafes,Cat,unint,unrel,plur,C,,-0.594576536,-1.79400678,-1.836870859,-1.320015285,-0.30811859,-0.741949609,2.879903983,-1.290809724,-1.262757571,-1.231070039,0,5.88,I,4,4,3,5,4,3,2,5,1,1,1,2,6.84,59.14,555.43,0.31,0.89,1.78,2.75,0.12,2.08,2.17,3.08,0,0,0,0,0,0,5.88
1033,The drill by the durable hammer,Cat,unint,rel,sing,C,,-0.102136555,-0.590996925,-0.271546336,0.127160397,-0.02546386,0.652678003,-1.227353566,0.470576473,0.561061585,0.718385416,0,5,I,5,2,7,6,4,3,7,5,1,1,3,2,9.94,1212.84,0.35,10.18,1.04,3.08,0.13,1.05,5.17,5.42,3.67,0,0,0,0,0,0,5
1033,The futon near the dirty recliner,Cat,unint,rel,sing,C,,0.031406491,0.010508003,0.667648378,0.850748237,-1.570643052,-0.741949609,1.359278097,-1.385507906,0.413503401,0.514442384,0,6,I,5,4,5,8,5,3,5,9,2,1,2,3,0.67,59.14,58.76,0.18,0.22,1.78,1.78,0.07,4.92,5.08,3.83,0,0,0,0,0,0,6
1033,The horse beyond the young raven,Cat,unint,unrel,sing,C,,-1.145441601,-0.290244461,-0.897676145,-0.596427444,1.726995467,-0.945779799,2.284194873,-0.665801718,-0.619403888,-0.283334772,0,3.65,A,5,6,5,5,4,5,3,5,1,2,1,2,92.06,38.25,233.1,1.84,1.97,1.59,2.37,0.45,3.17,3.75,2.42,0,0,0,0,0,0,3.65
1033,The knife beside the heavy clubs,Cat,unint,rel,plur,C,,-0.661348059,-0.290244461,-0.271546336,-0.596427444,1.180529656,-1.364168082,1.202512542,0.48951611,-1.014859822,-0.781195704,0,4.42,I,5,6,5,5,4,6,4,5,1,2,2,1,46.55,14.96,47.04,10.41,1.68,1.2,1.68,1.06,2.5,2.92,3,0,0,0,0,0,0,4.42
1033,The motorcycle near the painted benches,Cat,unint,unrel,plur,C,,-1.35410261,1.815022786,2.232972902,1.574336078,-0.138525752,-0.741949609,-0.819763122,-1.139292632,-1.705432124,-1.63295778,0,5.63,I,10,4,7,7,11,3,6,7,4,1,2,2,8.63,59.14,1.45,0.59,0.98,1.78,0.39,0.2,1.33,1.5,2.17,0,0,0,0,0,0,5.63
1033,The rake beside the muddy grave,Cat,unint,unrel,sing,C,,-0.728119582,-0.590996925,-0.897676145,-0.596427444,-1.344519268,-1.364168082,-0.490555456,1.000886296,-1.605092558,-1.381028151,0,4.96,I,4,6,5,5,3,6,4,4,1,2,2,1,1.18,14.96,2.98,20.37,0.34,1.2,0.6,1.33,1.5,1.92,2.92,0,0,0,0,0,0,4.96
1033,The saxophone beside the ornate piano,Cat,unint,rel,sing,C,,-0.310797564,1.213517858,1.293778188,2.297923919,-1.17492643,-1.364168082,-1.305736343,1.152403388,0.413503401,0.664400496,0,5.67,I,9,6,6,5,8,6,5,5,3,2,2,3,1.69,14.96,0.2,24.69,0.43,1.2,0.08,1.41,4.92,5.33,3.42,0,0,0,0,0,0,5.67
1033,The spatula by the greasy sandwiches,Cat,unint,unrel,plur,C,,-0.102136555,0.912765395,1.919907997,1.574336078,-1.551799403,0.652678003,-0.349466456,0.4326972,-0.867301638,-0.931153816,0,5.96,I,7,2,6,10,8,3,5,10,3,1,2,3,0.71,1212.84,3.88,9.61,0.23,3.08,0.69,1.03,2.75,2.67,3.67,0,0,0,0,0,0,5.96
1033,The spider by the aggressive bear,Cat,unint,unrel,sing,C,,-1.145441601,0.010508003,0.041518569,0.127160397,-0.02546386,0.652678003,0.058123988,1.322860117,-0.967641203,-0.985138736,0,3.58,A ,6,2,10,4,7,3,7,3,2,1,3,1,10.08,1212.84,7.94,30.86,1.04,3.08,0.95,1.5,2.58,2.58,2.42,0,0,0,0,0,0,3.58
1033,The tent near the spooky caverns,Cat,unint,unrel,plur,C,,-0.936780591,-0.290244461,-0.271546336,-0.596427444,0.389096411,-0.741949609,-0.239730567,-1.30974936,-1.115199387,-1.135096848,0,4.83,I,4,4,6,7,4,3,5,7,1,1,2,2,17.39,59.14,4.71,0.27,1.26,1.78,0.76,0.11,2.33,2.33,2.67,0,0,0,0,0,0,4.83
1033,The treasurer beside the eager supporter,Cat,unint,unrel,sing,C,,-0.45268705,2.11577525,1.919907997,2.297923919,-1.363362917,-1.364168082,-0.035935345,-1.063534085,-1.062078441,-1.381028151,0,4.75,A,9,6,5,9,8,6,4,8,3,2,2,3,1.12,14.96,6.82,0.73,0.33,1.2,0.89,0.24,2.42,1.92,3.25,0,0,0,0,0,0,4.75
1033,The van near the dented taxi,Cat,unint,rel,sing,C,,-0.728119582,-1.493254316,-0.897676145,-0.596427444,0.803656682,-0.741949609,-1.321412899,1.190282661,0.561061585,0.766372012,0,5.75,I,3,4,6,4,3,3,6,5,1,1,2,2,29,59.14,0.18,25.67,1.48,1.78,0.07,1.43,5.17,5.5,2.92,0,0,2.5,0,0,0.32,5.75
1034,The butterfly by the lively hamster,Cat,unint,unrel,sing,C,,-1.429220573,0.612012931,1.606843093,0.850748237,-0.534242374,0.652678003,-0.3337899,-0.590043172,-1.062078441,-0.985138736,0,4.35,A,9,2,6,7,9,3,6,7,3,1,2,2,4.94,1212.84,4.06,2.12,0.77,3.08,0.7,0.49,2.42,2.58,2.08,0,0,0,0,0,0,4.35
